scenario_id,scenario_name,year,category_id,category,domain,baseline_kgco2e_per_capita,adoption_fraction,combined_reduction_fraction,emissions_kgco2e_per_capita,reduction_kgco2e_per_capita
S1,Scenario 1,2027,leisure_sport_and_culture_cultural_services,"Leisure, sport and culture - Cultural services","Leisure, sport and culture",8.467172,0.0,0.0,8.467172,0.0
S1,Scenario 1,2027,other_consumption_home_care_for_older_people_and_people_with_disabilities,Other consumption - Home care for older people and people with disabilities,Other consumption,7.755833,0.0,0.0,7.755833,0.0
S1,Scenario 1,2027,housing_direct_household_emissions,Housing - Direct household emissions,Housing,7.144203,0.0,0.0,7.144203,0.0
S1,Scenario 1,2027,other_consumption_other_outpatient_care_services,Other consumption - Other outpatient care services,Other consumption,7.461947,0.0,0.0,7.461947,0.0
S1,Scenario 1,2027,leisure_sport_and_culture_newspapers_and_periodicals,"Leisure, sport and culture - Newspapers and periodicals","Leisure, sport and culture",7.724998,0.0,0.0,7.724998,0.0
S1,Scenario 1,2027,leisure_sport_and_culture_books,"Leisure, sport and culture - Books","Leisure, sport and culture",7.58624,0.0,0.0,7.58624,0.0
S1,Scenario 1,2027,food_and_drink_low_and_medium_strength_beer,Food and drink - Low- and medium-strength beer,Food and drink,6.550008,0.0,0.0,6.550008,0.0
S1,Scenario 1,2027,local_transport_parking_services,Local transport - Parking services,Local transport,5.832175,0.0,0.0,5.832175,0.0
S1,Scenario 1,2027,food_and_drink_water,Food and drink - Water,Food and drink,5.704631,0.0,0.0,5.704631,0.0
S1,Scenario 1,2027,leisure_sport_and_culture_writing_and_drawing_materials,"Leisure, sport and culture - Writing and drawing materials","Leisure, sport and culture",5.603584,0.0,0.0,5.603584,0.0
S1,Scenario 1,2027,other_consumption_residential_care_for_older_people_and_people_with_disabilities_excluding,"Other consumption - Residential care for older people and people with disabilities, excluding health care",Other consumption,5.168192,0.0,0.0,5.168192,0.0
S1,Scenario 1,2027,local_transport_motorcycles,Local transport - Motorcycles,Local transport,5.079291,0.0,0.0,5.079291,0.0
S1,Scenario 1,2027,other_consumption_insurance,Other consumption - Insurance,Other consumption,5.017043,0.0,0.0,5.017043,0.0
S1,Scenario 1,2027,clothing_and_shoes_clothing_materials,Clothing and shoes - Clothing materials,Clothing and shoes,4.7143,0.0,0.0,4.7143,0.0
S1,Scenario 1,2027,leisure_sport_and_culture_leisure_goods_rental_maintenance_and_repair,"Leisure, sport and culture - Leisure goods: rental, maintenance and repair","Leisure, sport and culture",4.214779,0.0,0.0,4.214779,0.0
S1,Scenario 1,2027,other_consumption_medical_products,Other consumption - Medical products,Other consumption,4.067291,0.0,0.0,4.067291,0.0
S1,Scenario 1,2027,food_and_drink_narcotics,Food and drink - Narcotics,Food and drink,3.772807,0.0,0.0,3.772807,0.0
S1,Scenario 1,2027,other_consumption_electric_appliances_for_personal_care,Other consumption - Electric appliances for personal care,Other consumption,3.753629,0.0,0.0,3.753629,0.0
S1,Scenario 1,2027,local_transport_other_transport_of_goods,Local transport - Other transport of goods,Local transport,3.523439,0.0,0.0,3.523439,0.0
S1,Scenario 1,2027,leisure_sport_and_culture_services_for_pets,"Leisure, sport and culture - Services for pets","Leisure, sport and culture",3.281919,0.0,0.0,3.281919,0.0
S1,Scenario 1,2027,food_and_drink_tea_mate_and_other_herbal_teas,"Food and drink - Tea, maté and other herbal teas",Food and drink,3.254937,0.0,0.0,3.254937,0.0
S1,Scenario 1,2027,leisure_sport_and_culture_photographic_and_optical_equipment,"Leisure, sport and culture - Photographic and optical equipment","Leisure, sport and culture",3.108459,0.0,0.0,3.108459,0.0
S1,Scenario 1,2027,other_consumption_education_services,Other consumption - Education services,Other consumption,2.819503,0.0,0.0,2.819503,0.0
S1,Scenario 1,2027,housing_actual_rents_for_other_dwellings_garages_and_storage,"Housing - Actual rents for other dwellings, garages and storage",Housing,2.796477,0.0,0.0,2.796477,0.0
S1,Scenario 1,2027,leisure_sport_and_culture_audiovisual_media,"Leisure, sport and culture - Audiovisual media","Leisure, sport and culture",1.877962,0.0,0.0,1.877962,0.0
S1,Scenario 1,2027,other_consumption_software,Other consumption - Software,Other consumption,1.896521,0.0,0.0,1.896521,0.0
S1,Scenario 1,2027,local_transport_postal_and_courier_services,Local transport - Postal and courier services,Local transport,1.636122,0.0,0.0,1.636122,0.0
S1,Scenario 1,2027,food_and_drink_other_alcoholic_beverages,Food and drink - Other alcoholic beverages,Food and drink,1.514244,0.0,0.0,1.514244,0.0
S1,Scenario 1,2027,local_transport_driving_lessons_driving_licences_and_vehicle_inspections,"Local transport - Driving lessons, driving licences and vehicle inspections",Local transport,1.354722,0.0,0.0,1.354722,0.0
S1,Scenario 1,2027,leisure_sport_and_culture_musical_instruments,"Leisure, sport and culture - Musical instruments","Leisure, sport and culture",1.248173,0.0,0.0,1.248173,0.0
S1,Scenario 1,2027,food_and_drink_chocolate_drinks,Food and drink - Chocolate drinks,Food and drink,0.902968,0.0,0.0,0.902968,0.0
S1,Scenario 1,2027,local_transport_road_tolls,Local transport - Road tolls,Local transport,0.802085,0.0,0.0,0.802085,0.0
S1,Scenario 1,2027,other_consumption_inpatient_curative_and_rehabilitative_services,Other consumption - Inpatient curative and rehabilitative services,Other consumption,0.834667,0.0,0.0,0.834667,0.0
S1,Scenario 1,2027,other_consumption_childcare_services,Other consumption - Childcare services,Other consumption,0.747856,0.0,0.0,0.747856,0.0
S1,Scenario 1,2027,local_transport_other_passenger_transport_services,Local transport - Other passenger transport services,Local transport,0.566234,0.0,0.0,0.566234,0.0
S1,Scenario 1,2027,other_consumption_preventive_care_services,Other consumption - Preventive care services,Other consumption,0.522673,0.0,0.0,0.522673,0.0
S1,Scenario 1,2027,leisure_sport_and_culture_miscellaneous_printed_matter,"Leisure, sport and culture - Miscellaneous printed matter","Leisure, sport and culture",0.504459,0.0,0.0,0.504459,0.0
S1,Scenario 1,2027,other_consumption_religious_and_ritual_articles,Other consumption - Religious and ritual articles,Other consumption,0.42365,0.0,0.0,0.42365,0.0
S1,Scenario 1,2027,housing_liquid_fuels,Housing - Liquid fuels,Housing,0.368585,0.0,0.0,0.368585,0.0
S1,Scenario 1,2027,housing_solid_fuels,Housing - Solid fuels,Housing,0.21005,0.0,0.0,0.21005,0.0
S1,Scenario 1,2027,other_consumption_laboratory_services_and_imaging,Other consumption - Laboratory services and imaging,Other consumption,0.085201,0.0,0.0,0.085201,0.0
S1,Scenario 1,2027,clothing_and_shoes_laundry_repair_and_rental_of_clothing,"Clothing and shoes - Laundry, repair and rental of clothing",Clothing and shoes,0.065814,0.0,0.0,0.065814,0.0
S1,Scenario 1,2027,clothing_and_shoes_cleaning_repair_and_rental_of_footwear,"Clothing and shoes - Cleaning, repair and rental of footwear",Clothing and shoes,0.057527,0.0,0.0,0.057527,0.0
S1,Scenario 1,2027,carbon_capture,Carbon capture,Carbon capture placeholder,0.0,0.0,0.0,0.0,0.0
S1,Scenario 1,2027,housing_gas,Housing - Gas,Housing,0.002579,0.0,0.0,0.002579,0.0
S1,Scenario 1,2028,flights_passenger_flights,Flights - Passenger flights,Flights,849.8395,0.0,0.0,849.8395,0.0
S1,Scenario 1,2028,housing_district_heating_and_other_energy_for_heating_and_cooling,Housing - District heating and other energy for heating and cooling,Housing,506.3924,0.0,0.0,506.3924,0.0
S1,Scenario 1,2028,local_transport_direct_emissions_from_vehicle_use,Local transport - Direct emissions from vehicle use,Local transport,410.0331,0.0,0.0,410.0331,0.0
S1,Scenario 1,2028,food_and_drink_meat,Food and drink - Meat,Food and drink,289.9323,0.0,0.0,289.9323,0.0
S1,Scenario 1,2028,housing_imputed_rent_for_owned_permanent_dwelling,Housing - Imputed rent for owned permanent dwelling,Housing,240.1408,0.0,0.0,240.1408,0.0
S1,Scenario 1,2028,food_and_drink_milk_cheese_other_dairy_products_and_eggs,"Food and drink - Milk, cheese, other dairy products and eggs",Food and drink,229.2876,0.0,0.0,229.2876,0.0
S1,Scenario 1,2028,other_consumption_hotels_cafes_and_restaurants,"Other consumption - Hotels, cafés and restaurants",Other consumption,200.3526,0.0,0.0,200.3526,0.0
S1,Scenario 1,2028,clothing_and_shoes_clothing,Clothing and shoes - Clothing,Clothing and shoes,177.6083,0.0,0.0,177.6083,0.0
S1,Scenario 1,2028,food_and_drink_vegetables_root_crops_and_legumes,"Food and drink - Vegetables, root crops and legumes",Food and drink,145.0465,0.0,0.0,145.0465,0.0
S1,Scenario 1,2028,local_transport_fuels_and_lubricants,Local transport - Fuels and lubricants,Local transport,124.8679,0.0,0.0,124.8679,0.0
S1,Scenario 1,2028,food_and_drink_fruit_and_nuts,Food and drink - Fruit and nuts,Food and drink,122.7708,0.0,0.0,122.7708,0.0
S1,Scenario 1,2028,leisure_sport_and_culture_package_holidays,"Leisure, sport and culture - Package holidays","Leisure, sport and culture",121.6209,0.0,0.0,121.6209,0.0
S1,Scenario 1,2028,housing_actual_rent_for_rented_permanent_dwelling,Housing - Actual rent for rented permanent dwelling,Housing,124.7562,0.0,0.0,124.7562,0.0
S1,Scenario 1,2028,local_transport_cars,Local transport - Cars,Local transport,104.1669,0.0,0.0,104.1669,0.0
S1,Scenario 1,2028,food_and_drink_bread_and_cereal_products,Food and drink - Bread and cereal products,Food and drink,104.6514,0.0,0.0,104.6514,0.0
S1,Scenario 1,2028,food_and_drink_sugar_confectionery_and_desserts,"Food and drink - Sugar, confectionery and desserts",Food and drink,102.6101,0.0,0.0,102.6101,0.0
S1,Scenario 1,2028,other_consumption_furniture_furnishings_and_carpets,"Other consumption - Furniture, furnishings and carpets",Other consumption,93.87308,0.0,0.0,93.87308,0.0
S1,Scenario 1,2028,other_consumption_information_and_communication_equipment,Other consumption - Information and communication equipment,Other consumption,85.56549,0.0,0.0,85.56549,0.0
S1,Scenario 1,2028,other_consumption_medicines,Other consumption - Medicines,Other consumption,85.34169,0.0,0.0,85.34169,0.0
S1,Scenario 1,2028,food_and_drink_ready_made_meals_and_other_food_products,Food and drink - Ready-made meals and other food products,Food and drink,83.47034,0.0,0.0,83.47034,0.0
S1,Scenario 1,2028,local_transport_passenger_transport_by_sea,Local transport - Passenger transport by sea,Local transport,75.27207,0.0,0.0,75.27207,0.0
S1,Scenario 1,2028,other_consumption_other_appliances_and_products_for_personal_care,Other consumption - Other appliances and products for personal care,Other consumption,72.39924,0.0,0.0,72.39924,0.0
S1,Scenario 1,2028,housing_electricity,Housing - Electricity,Housing,57.17375,0.0,0.0,57.17375,0.0
S1,Scenario 1,2028,housing_direct_emissions_from_heating,Housing - Direct emissions from heating,Housing,50.47222,0.0,0.0,50.47222,0.0
S1,Scenario 1,2028,leisure_sport_and_culture_garden_products_plants_and_flowers,"Leisure, sport and culture - Garden products, plants and flowers","Leisure, sport and culture",55.99662,0.0,0.0,55.99662,0.0
S1,Scenario 1,2028,food_and_drink_fish_and_seafood,Food and drink - Fish and seafood,Food and drink,56.70087,0.0,0.0,56.70087,0.0
S1,Scenario 1,2028,clothing_and_shoes_shoes_and_other_footwear,Clothing and shoes - Shoes and other footwear,Clothing and shoes,50.41063,0.0,0.0,50.41063,0.0
S1,Scenario 1,2028,other_consumption_information_and_communication_services,Other consumption - Information and communication services,Other consumption,47.86256,0.0,0.0,47.86256,0.0
S1,Scenario 1,2028,other_consumption_household_appliances,Other consumption - Household appliances,Other consumption,42.5664,0.0,0.0,42.5664,0.0
S1,Scenario 1,2028,other_consumption_goods_and_services_for_household_maintenance,Other consumption - Goods and services for household maintenance,Other consumption,42.47462,0.0,0.0,42.47462,0.0
S1,Scenario 1,2028,food_and_drink_wine,Food and drink - Wine,Food and drink,39.43027,0.0,0.0,39.43027,0.0
S1,Scenario 1,2028,local_transport_public_transport_and_other_combined_trips,Local transport - Public transport and other combined trips,Local transport,41.17072,0.0,0.0,41.17072,0.0
S1,Scenario 1,2028,leisure_sport_and_culture_recreation_and_sport_services,"Leisure, sport and culture - Recreation and sport services","Leisure, sport and culture",38.68849,0.0,0.0,38.68849,0.0
S1,Scenario 1,2028,leisure_sport_and_culture_games_toys_and_hobby_articles,"Leisure, sport and culture - Games, toys and hobby articles","Leisure, sport and culture",38.33197,0.0,0.0,38.33197,0.0
S1,Scenario 1,2028,food_and_drink_oils_and_fats,Food and drink - Oils and fats,Food and drink,37.36086,0.0,0.0,37.36086,0.0
S1,Scenario 1,2028,local_transport_maintenance_and_repairs,Local transport - Maintenance and repairs,Local transport,33.37569,0.0,0.0,33.37569,0.0
S1,Scenario 1,2028,food_and_drink_fruit_and_vegetable_juices,Food and drink - Fruit and vegetable juices,Food and drink,34.04544,0.0,0.0,34.04544,0.0
S1,Scenario 1,2028,leisure_sport_and_culture_pets_and_pet_products,"Leisure, sport and culture - Pets and pet products","Leisure, sport and culture",30.02136,0.0,0.0,30.02136,0.0
S1,Scenario 1,2028,other_consumption_accommodation_services,Other consumption - Accommodation services,Other consumption,29.12607,0.0,0.0,29.12607,0.0
S1,Scenario 1,2028,food_and_drink_tobacco,Food and drink - Tobacco,Food and drink,30.00426,0.0,0.0,30.00426,0.0
S1,Scenario 1,2028,leisure_sport_and_culture_major_durable_goods_for_leisure,"Leisure, sport and culture - Major durable goods for leisure","Leisure, sport and culture",28.39759,0.0,0.0,28.39759,0.0
S1,Scenario 1,2028,leisure_sport_and_culture_games_of_chance_betting_and_lotteries,"Leisure, sport and culture - Games of chance, betting and lotteries","Leisure, sport and culture",26.75462,0.0,0.0,26.75462,0.0
S1,Scenario 1,2028,other_consumption_glassware_tableware_and_other_utensils,"Other consumption - Glassware, tableware and other utensils",Other consumption,26.46434,0.0,0.0,26.46434,0.0
S1,Scenario 1,2028,housing_maintenance_repair_and_security,"Housing - Maintenance, repair and security",Housing,23.56363,0.0,0.0,23.56363,0.0
S1,Scenario 1,2028,food_and_drink_soft_drinks,Food and drink - Soft drinks,Food and drink,26.06581,0.0,0.0,26.06581,0.0
S1,Scenario 1,2028,other_consumption_hairdressing_salons_and_personal_grooming_establishments,Other consumption - Hairdressing salons and personal grooming establishments,Other consumption,25.57508,0.0,0.0,25.57508,0.0
S1,Scenario 1,2028,housing_imputed_rent_for_holiday_homes_other_dwellings_garages_and_storage,"Housing - Imputed rent for holiday homes, other dwellings, garages and storage",Housing,24.46403,0.0,0.0,24.46403,0.0
S1,Scenario 1,2028,leisure_sport_and_culture_equipment_for_sport_camping_and_outdoor_recreation,"Leisure, sport and culture - Equipment for sport, camping and outdoor recreation","Leisure, sport and culture",23.05441,0.0,0.0,23.05441,0.0
S1,Scenario 1,2028,other_consumption_household_textiles,Other consumption - Household textiles,Other consumption,22.88734,0.0,0.0,22.88734,0.0
S1,Scenario 1,2028,local_transport_spare_parts_and_accessories,Local transport - Spare parts and accessories,Local transport,21.64835,0.0,0.0,21.64835,0.0
S1,Scenario 1,2028,local_transport_road_transport_services_car_pools_buses_and_taxis,"Local transport - Road transport services: car pools, buses and taxis",Local transport,24.06002,0.0,0.0,24.06002,0.0
S1,Scenario 1,2028,other_consumption_home_and_garden_tools,Other consumption - Home and garden tools,Other consumption,20.05375,0.0,0.0,20.05375,0.0
S1,Scenario 1,2028,other_consumption_financial_services,Other consumption - Financial services,Other consumption,19.67818,0.0,0.0,19.67818,0.0
S1,Scenario 1,2028,local_transport_company_car_benefit,Local transport - Company-car benefit,Local transport,18.5096,0.0,0.0,18.5096,0.0
S1,Scenario 1,2028,food_and_drink_coffee_and_coffee_substitutes,Food and drink - Coffee and coffee substitutes,Food and drink,19.9522,0.0,0.0,19.9522,0.0
S1,Scenario 1,2028,clothing_and_shoes_other_garments_and_clothing_accessories,Clothing and shoes - Other garments and clothing accessories,Clothing and shoes,16.67224,0.0,0.0,16.67224,0.0
S1,Scenario 1,2028,local_transport_rental_of_personal_transport_equipment,Local transport - Rental of personal transport equipment,Local transport,14.95851,0.0,0.0,14.95851,0.0
S1,Scenario 1,2028,food_and_drink_strong_beer,Food and drink - Strong beer,Food and drink,15.00377,0.0,0.0,15.00377,0.0
S1,Scenario 1,2028,other_consumption_other_personal_effects_n_e_c,Other consumption - Other personal effects n.e.c.,Other consumption,14.23978,0.0,0.0,14.23978,0.0
S1,Scenario 1,2028,food_and_drink_spirits,Food and drink - Spirits,Food and drink,13.04753,0.0,0.0,13.04753,0.0
S1,Scenario 1,2028,other_consumption_jewellery_and_watches,Other consumption - Jewellery and watches,Other consumption,12.24788,0.0,0.0,12.24788,0.0
